,date,quantity,suppliers_currency,transformer_unit_price,dry_or_oil,rated_power_kVA,primary_winding,secondary_winding,no_load_loss,full_load_loss_75,full_load_loss_120,rated_volt_primary_side
20,2022-09-09,2.0,EUR,20490.0,Dry,315.0,Aluminum,Aluminum,558.0,,3877.0,10000.0
21,2022-09-09,2.0,EUR,35300.0,Dry,1800.0,Aluminum,Aluminum,2160.0,,14500.0,10000.0
22,2023-02-15,1.0,EUR,361500.0,Dry,2000.0,Aluminum,Aluminum,2691.0,,17600.0,30000.0
23,2023-02-15,2.0,,,Dry,11400.0,Aluminum,Aluminum,17500.0,,122000.0,30000.0
24,2022-09-13,2.0,EUR,23100.0,Dry,1000.0,Aluminum,Aluminum,1395.0,,9000.0,6800.0
25,2022-09-13,2.0,EUR,23100.0,Dry,1000.0,Aluminum,Aluminum,1395.0,,9000.0,6800.0
26,2022-05-13,1.0,EUR,28240.0,Dry,1250.0,Aluminum,Aluminum,3000.0,8696.0,10000.0,20000.0
27,2022-05-13,1.0,EUR,28240.0,Dry,1250.0,Aluminum,Aluminum,3000.0,8696.0,10000.0,20000.0
28,2022-02-16,2.0,EUR,29980.0,Dry,2500.0,Aluminum,Aluminum,2790.0,16522.0,19000.0,20000.0
29,2022-02-16,2.0,EUR,29980.0,Dry,1000.0,Aluminum,Aluminum,1395.0,7826.0,9000.0,21500.0
30,2022-03-11,1.0,EUR,,Dry,15000.0,Aluminum,Aluminum,14000.0,143478.0,165000.0,22000.0
31,2022-08-05,3.0,,,Dry,15000.0,Aluminum,Aluminum,19000.0,117391.0,135000.0,30000.0
32,2022-08-18,1.0,EUR,197000.0,Dry,15000.0,Aluminum,Aluminum,14000.0,130435.0,150000.0,6300.0
33,2022-07-19,4.0,EUR,192000.0,Dry,8000.0,Aluminum,Aluminum,12000.0,82608.0,95000.0,33000.0
34,2020-10-06,1.0,,,Oil,1600.0,Copper,Copper,,,,24000.0
35,2021-02-11,1.0,,72000.0,Dry,5400.0,Aluminum,Aluminum,11800.0,35500.0,40000.0,21000.0
36,2021-02-11,2.0,,78000.0,Dry,5400.0,Aluminum,Aluminum,11800.0,35500.0,40000.0,21000.0
37,2023-03-27,4.0,EUR,362000.0,Oil,11000.0,Aluminum,Aluminum,10300.0,75000.0,,22000.0
38,2023-03-27,2.0,EUR,715000.0,Oil,22000.0,Aluminum,Aluminum,16500.0,180000.0,,22000.0
39,2023-03-07,21.0,,398000.0,Oil,15000.0,Aluminum,Aluminum,9000.0,120000.0,,20000.0
40,2021-07-19,1.0,,,Dry,630.0,Aluminum,Aluminum,990.0,,7100.0,20000.0
41,2021-07-26,,,,Dry,7000.0,Aluminum,Aluminum,6250.0,,73072.0,20000.0
42,2021-07-26,,,,Dry,7000.0,Aluminum,Aluminum,6300.0,,72492.0,20000.0
43,2022-08-02,1.0,EUR,150000.0,Dry,,Copper,Aluminum,,,,
44,2022-08-02,16.0,EUR,150000.0,Dry,8000.0,Copper,Copper,,,,
45,2022-08-02,16.0,EUR,150000.0,Dry,8000.0,Copper,Aluminum,,,,
46,2022-08-02,1.0,EUR,22000.0,Dry,,Aluminum,Aluminum,,,,
47,2021-09-08,5.0,EUR,620000.0,Oil,12000.0,Copper,Copper,,,,21000.0
48,2021-09-08,5.0,EUR,620000.0,Oil,12000.0,Copper,Copper,,,,21000.0
49,2021-09-08,5.0,EUR,620000.0,Oil,12000.0,Copper,Copper,,,,21000.0
50,2021-09-08,5.0,EUR,620000.0,Oil,12000.0,,,,,,21000.0
51,2021-06-07,1.0,,,Dry,2800.0,Aluminum,Aluminum,3400.0,,27000.0,20000.0
52,2021-06-07,1.0,,,Dry,1400.0,Aluminum,Aluminum,3400.0,,27000.0,20000.0
53,2021-06-07,3.0,,,Dry,2800.0,Aluminum,Aluminum,3400.0,27000.0,,20000.0
54,,,,,Oil,1500.0,Aluminum,Aluminum,1875.0,,12400.0,10000.0
55,,1.0,,,Dry,1500.0,Aluminum,Aluminum,1875.0,,12400.0,10000.0
56,,,,,Oil,1800.0,Aluminum,Aluminum,2160.0,,14500.0,10000.0
57,,,,,Dry,250.0,Aluminum,Aluminum,468.0,,3400.0,10000.0
58,,,,,,,,,,,,
59,,,,,,,,,,,,
60,,,,,,,,,,,,
61,,,,,,,,,,,,
62,,,,,,,,,,,,
63,,,,,,,,,,,,
64,,,,,,,,,,,,
65,,,,,,,,,,,,
66,,,,,,,,,,,,
67,,,,,,,,,,,,
68,2022-08-04,1.0,,25900.0,Dry,1000.0,Aluminum,Aluminum,,,,
69,2022-08-04,5.0,EUR,40000.0,Dry,1300.0,Aluminum,Aluminum,,,,
70,2022-08-04,1.0,EUR,25900.0,Dry,1000.0,Copper,Copper,,,,6000.0
71,2022-08-04,1.0,EUR,25900.0,Dry,1000.0,Aluminum,Aluminum,,,,
72,2022-08-04,5.0,EUR,40000.0,Dry,1300.0,Aluminum,Aluminum,,,,6000.0
73,2022-08-04,1.0,EUR,25900.0,Dry,1000.0,Copper,Aluminum,,,,6000.0
74,2021-06-07,1.0,EUR,43400.0,Dry,,Copper,Copper,,,,
75,2023-03-17,3.0,EUR,46700.0,Dry,2000.0,Aluminum,Aluminum,,,,
76,2021-07-26,5.0,EUR,111000.0,Dry,7000.0,,,,,,20000.0
77,2021-07-26,5.0,EUR,111000.0,Dry,7000.0,,,,,,
78,2021-08-13,10.0,EUR,125000.0,Dry,12000.0,Aluminum,Aluminum,,,,
79,2022-11-09,10.0,,155000.0,Dry,,Aluminum,Aluminum,,,,
80,2022-11-09,10.0,EUR,158000.0,Dry,,Aluminum,Aluminum,,,,
81,2022-11-09,10.0,EUR,155000.0,Dry,11400.0,Copper,Copper,,,,30000.0
82,2020-12-08,,,,,6500.0,Aluminum,Aluminum,11750.0,,76000.0,6600.0
83,2020-12-08,1.0,,,Dry,6500.0,Aluminum,Aluminum,11750.0,,76000.0,6600.0
84,2020-10-05,1.0,EUR,206000.0,,6500.0,Copper,Copper,11750.0,76000.0,,
85,2020-10-05,3.0,EUR,31900.0,,,,,,,,
86,2022-02-07,5.0,,,Dry,5400.0,Aluminum,Aluminum,6150.0,,44453.0,12000.0
87,2022-02-07,2.0,,,,1350.0,Aluminum,Aluminum,1723.0,11571.0,,6800.0
88,2022-02-07,2.0,,,Dry,1000.0,Aluminum,Aluminum,1395.0,,9000.0,6800.0
89,2022-08-05,1.0,,,Dry,1326.0,Aluminum,Aluminum,1800.0,,11000.0,7200.0
90,2022-08-05,1.0,,,,662.0,Aluminum,Aluminum,2700.0,,15000.0,6800.0
91,2023-03-17,1.0,,,Dry,2000.0,Aluminum,Aluminum,2340.0,,16000.0,22000.0
92,2023-03-17,12.0,,,Dry,2000.0,Aluminum,Aluminum,2340.0,16000.0,,22000.0
93,2023-03-17,,,,,2000.0,Aluminum,Aluminum,2340.0,,16000.0,24000.0
94,2023-03-17,1.0,,,,2000.0,Aluminum,Aluminum,2340.0,16000.0,,22000.0
95,2023-03-17,12.0,,,,2000.0,Aluminum,Aluminum,2340.0,16000.0,,22000.0
96,2020-08-31,1.0,,,Dry,6000.0,Aluminum,Aluminum,12200.0,,66000.0,36000.0
97,2020-08-31,,,,Dry,3000.0,Aluminum,Aluminum,12200.0,,66000.0,36000.0
98,2020-08-31,3.0,,,Dry,6000.0,Aluminum,Aluminum,12200.0,,66000.0,30000.0
99,2020-06-10,26.0,EUR,99000.0,Dry,6000.0,Copper,Copper,,,,33000.0
100,2022-08-02,3.0,,,Dry,8000.0,Aluminum,Aluminum,9500.0,,90000.0,33000.0
101,2022-08-02,1.0,,,Dry,,Aluminum,Aluminum,9500.0,,90000.0,33000.0
102,2022-08-02,3.0,,,Oil,8000.0,Aluminum,Aluminum,9500.0,,90000.0,36000.0
103,2022-09-09,2.0,EUR,37250.0,,1800.0,Copper,Aluminum,2400.0,14500.0,,10000.0
104,2022-09-09,1.0,EUR,30710.0,,1500.0,Copper,Aluminum,1877.0,12429.0,,10000.0
105,2022-09-09,2.0,EUR,11340.0,,250.0,Copper,Copper,468.0,3400.0,,10000.0
106,2021-08-13,1.0,,,Dry,12000.0,Aluminum,Aluminum,10000.0,,,21000.0
107,2023-02-08,1.0,,,Dry,12500.0,Aluminum,Aluminum,13750.0,88065.0,,30000.0
108,2023-02-08,1.0,,,Dry,1400.0,Aluminum,Aluminum,3750.0,,88065.0,30000.0
109,2023-02-10,2.0,EUR,580000.0,Oil,15000.0,Copper,Copper,16000.0,110000.0,,10300.0
110,2023-02-10,0.0,EUR,5500.0,Oil,15000.0,Copper,Copper,16000.0,110000.0,,10300.0
111,2021-09-09,2.0,EUR,34500.0,Dry,1600.0,Aluminum,Aluminum,3500.0,12000.0,,20000.0
112,2021-09-09,1.0,EUR,36600.0,Dry,1400.0,Aluminum,Aluminum,3900.0,,14000.0,
113,2021-09-09,1.0,EUR,51000.0,Dry,3000.0,Aluminum,Aluminum,6000.0,22000.0,,20000.0
114,2021-09-09,1.0,EUR,23500.0,Dry,630.0,Aluminum,Aluminum,1900.0,,,20000.0
115,2021-11-03,10.0,EUR,265000.0,Dry,12000.0,Aluminum,Copper,21000.0,,,21000.0
116,2021-11-03,10.0,EUR,210000.0,Oil,12000.0,Copper,Copper,11000.0,78000.0,,21000.0
117,2021-11-03,0.0,,,,,Copper,Copper,,,,
118,2021-07-29,10.0,EUR,195000.0,Oil,12000.0,Copper,Copper,6000.0,84000.0,,21000.0
119,2021-07-29,1.0,EUR,9000.0,Oil,,Copper,Copper,,,,
120,2022-08-22,2.0,EUR,629000.0,Oil,12000.0,Copper,Copper,19000.0,180000.0,,20000.0
121,2022-08-22,1.0,EUR,301000.0,Oil,12000.0,Copper,Copper,9000.0,88000.0,88000.0,20000.0
122,2022-08-22,1.0,,,Oil,12000.0,Copper,Copper,9500.0,90000.0,,20000.0
123,2021-09-02,1.0,EUR,139000.0,Dry,6113.0,Aluminum,Aluminum,9600.0,40000.0,,6000.0
124,2021-09-02,1.0,EUR,75000.0,Dry,2039.0,Aluminum,Aluminum,5500.0,20000.0,,6000.0
125,2021-08-26,12.0,EUR,215000.0,Dry,5400.0,Aluminum,Aluminum,11500.0,26000.0,,21000.0
126,2021-08-26,12.0,EUR,175000.0,Oil,10800.0,Aluminum,Aluminum,6100.0,82000.0,,21000.0
127,2021-11-03,5.0,EUR,216000.0,Dry,5400.0,Aluminum,Aluminum,9000.0,25000.0,,30000.0
128,2022-08-15,5.0,EUR,81000.0,Dry,1325.0,Aluminum,Aluminum,3700.0,15000.0,,6800.0
129,2022-08-15,1.0,EUR,70000.0,Dry,1000.0,Aluminum,Aluminum,2700.0,10000.0,,6800.0
130,2022-03-09,10.0,,7300.0,Dry,15000.0,Aluminum,Aluminum,13000.0,126000.0,145000.0,20000.0
131,2022-02-01,10.0,,,Dry,15000.0,Aluminum,Aluminum,13000.0,126000.0,145000.0,20000.0
132,2022-04-06,10.0,,852000.0,Dry,15000.0,Aluminum,Aluminum,13000.0,126000.0,145000.0,10500.0
133,2022-04-06,40.0,,,Dry,,Aluminum,Aluminum,,,15000.0,
134,2021-12-15,2.0,EUR,176800.0,Dry,15450.0,Aluminum,Aluminum,13000.0,126000.0,145000.0,22000.0
135,2022-05-18,1.0,,25400.0,Dry,1250.0,Aluminum,Aluminum,2700.0,,11800.0,20000.0
136,2022-09-12,1.0,,,Dry,1500.0,Aluminum,Aluminum,1870.0,,12420.0,10000.0
137,2022-09-12,2.0,,,Dry,250.0,Aluminum,Aluminum,468.0,,3400.0,10000.0
138,2022-09-12,2.0,,,Dry,1800.0,Aluminum,Aluminum,2160.0,,14500.0,10000.0
139,2021-10-06,2.0,,,Dry,15000.0,Aluminum,Aluminum,22000.0,,102000.0,34000.0
140,2022-08-10,9.0,,,Dry,15000.0,Aluminum,Aluminum,16000.0,,160000.0,30000.0
141,2021-06-17,4.0,,26000.0,Dry,1600.0,Aluminum,Aluminum,1980.0,,13000.0,20000.0
142,2021-06-17,1.0,,15600.0,Dry,630.0,Aluminum,Aluminum,990.0,,7100.0,20000.0
143,2021-06-17,2.0,,14000.0,Dry,500.0,Aluminum,Aluminum,810.0,,5630.0,20000.0
144,2022-03-18,4.0,,,Dry,2500.0,Aluminum,Aluminum,2790.0,,19000.0,20000.0
145,2022-03-18,2.0,,,Dry,1000.0,Aluminum,Aluminum,1395.0,,9000.0,20000.0
146,2021-02-04,5.0,EUR,56400.0,Dry,2500.0,Aluminum,Copper,3100.0,7800.0,,400.0
147,2021-02-04,5.0,EUR,54700.0,Dry,1600.0,Aluminum,Aluminum,,,,
148,,5.0,,,Dry,5600.0,Aluminum,Aluminum,8000.0,,43000.0,24000.0
149,,5.0,,,Dry,5600.0,Aluminum,Aluminum,7000.0,,58000.0,24000.0
150,2021-06-10,1.0,EUR,51000.0,Dry,2800.0,Aluminum,Aluminum,4000.0,,21500.0,20000.0
151,2022-09-09,5.0,,,Dry,1326.0,Aluminum,Aluminum,3500.0,,13000.0,6800.0
152,2022-09-09,1.0,,,Dry,1000.0,Aluminum,Aluminum,1395.0,,9000.0,6800.0
153,2022-12-06,21.0,EUR,252600.0,Dry,15000.0,Aluminum,Aluminum,16000.0,,160000.0,30000.0
154,2020-12-01,1.0,EUR,74500.0,Dry,6500.0,Aluminum,Aluminum,10000.0,,80000.0,6600.0
155,2020-12-01,3.0,EUR,74500.0,Dry,3250.0,Aluminum,Aluminum,10000.0,100000.0,80000.0,6600.0
156,2020-12-01,3.0,EUR,74500.0,Dry,6500.0,Aluminum,Aluminum,10000.0,100000.0,80000.0,6600.0
157,2020-07-05,26.0,EUR,128000.0,Dry,6000.0,Aluminum,Aluminum,85000.0,97000.0,,33000.0
158,2020-07-05,26.0,EUR,128000.0,Dry,10000.0,Aluminum,Aluminum,17000.0,97000.0,,11000.0
159,2020-07-05,26.0,EUR,104000.0,Dry,6000.0,Aluminum,Aluminum,85000.0,120000.0,,33000.0
160,2020-11-28,1.0,EUR,70000.0,Dry,5000.0,Aluminum,Aluminum,8000.0,43000.0,,11000.0
161,2020-11-28,1.0,EUR,70000.0,Dry,2000.0,Aluminum,Aluminum,8000.0,43000.0,,11500.0
162,2020-11-28,1.0,EUR,70000.0,Dry,5000.0,Aluminum,Aluminum,8000.0,43000.0,,11500.0
163,2021-06-01,6.0,EUR,,Dry,25000.0,Aluminum,Aluminum,48000.0,,4500000.0,22000.0
164,2021-12-14,2.0,EUR,148000.0,Dry,15000.0,Aluminum,Aluminum,21000.0,75000.0,120000.0,22000.0
165,2021-12-14,2.0,EUR,149000.0,Dry,15000.0,Aluminum,Aluminum,7500.0,21000.0,120000.0,22000.0
166,2021-12-14,3.0,,149000.0,Dry,7500.0,Aluminum,Aluminum,,10000.0,,22000.0
167,2021-09-27,2.0,EUR,172000.0,Dry,15000.0,Aluminum,Aluminum,28000.0,120000.0,,34500.0
168,2021-05-04,5.0,EUR,120000.0,Dry,15000.0,Aluminum,Aluminum,18000.0,118000.0,,6000.0
169,2021-09-10,1.0,EUR,,Dry,3000.0,Aluminum,Aluminum,5000.0,27000.0,,20000.0
170,2021-09-10,1.0,EUR,,Dry,1400.0,Aluminum,Aluminum,1850.0,3700.0,,20000.0
171,2021-09-10,1.0,,,,3000.0,Aluminum,Aluminum,5000.0,27000.0,,20000.0
172,2021-08-31,1.0,EUR,,,2039.0,Aluminum,Aluminum,20000.0,,,6000.0
173,2021-08-31,1.0,EUR,57800.0,,6113.0,Aluminum,Aluminum,,,8100.0,6000.0
174,2022-05-24,5.0,EUR,132000.0,Dry,5400.0,Aluminum,Aluminum,100000.0,,,30000.0
175,2022-05-24,3.0,EUR,132000.0,Oil,5000.0,Copper,Aluminum,,27000.0,49000.0,450.0
176,2022-05-24,1.0,EUR,660000.0,Dry,5400.0,Aluminum,Aluminum,1000.0,,,30000.0
177,2022-05-24,1.0,EUR,,Dry,5400.0,Aluminum,Aluminum,100000.0,,,30000.0
178,2022-05-24,5.0,EUR,132000.0,Dry,5400.0,Aluminum,Copper,100000.0,,,30000.0
179,2023-03-17,3.0,EUR,46700.0,Dry,2000.0,Aluminum,Aluminum,2340.0,,16000.0,22000.0
180,2020-09-11,12.0,EUR,183333.0,Dry,6000.0,Aluminum,Aluminum,12200.0,,66000.0,36000.0
181,2022-08-02,1.0,EUR,150000.0,Dry,8000.0,Aluminum,Aluminum,9500.0,,,33000.0
182,2022-08-02,1.0,EUR,150000.0,Dry,8000.0,Aluminum,Aluminum,9500.0,,90000.0,33000.0
183,2022-08-02,12.0,,,Dry,8000.0,Aluminum,Aluminum,9500.0,90000.0,100000.0,33000.0
184,2022-08-02,1.0,EUR,22000.0,Dry,8000.0,Aluminum,Aluminum,9500.0,90000.0,90000.0,33000.0
185,2022-09-09,2.0,EUR,37250.0,,1800.0,Aluminum,Aluminum,2160.0,,14500.0,10000.0
186,2022-09-09,1.0,EUR,30710.0,Oil,1500.0,Aluminum,Aluminum,1877.0,,12429.0,10000.0
187,2022-09-09,2.0,EUR,11340.0,,250.0,Aluminum,Aluminum,468.0,3400.0,3400.0,10000.0
188,2022-09-09,2.0,EUR,11340.0,,250.0,Aluminum,Aluminum,468.0,,3400.0,10000.0
189,2022-09-09,,,,,,,,,,,
